sequence_id,sequence_index,heading,osmid,match_forward,geometry
34519736,927,31,955237975,True,POINT (-74.007177 40.715875)
34519736,974,301,5671314,True,POINT (-74.006365 40.71496)
34519736,1003,301,413045201,True,POINT (-74.008155 40.715705)
34519736,1018,301,413045201,True,POINT (-74.009143 40.71618)
34519736,1245,210,68668562,True,POINT (-74.008635 40.716258)
34519736,1254,210,68668562,True,POINT (-74.009012 40.71578)
34519736,446,191,1334989056,True,POINT (-74.011163 40.715578)
34519736,437,191,1334989057,True,POINT (-74.011007 40.716152)
34662156,112,120,413050335,True,POINT (-74.01174 40.7158)
34662156,134,121,413050335,True,POINT (-74.010335 40.715225)
34662156,142,120,413050335,True,POINT (-74.009845 40.715008)
34519736,1259,217,68668562,True,POINT (-74.009238 40.715532)
34519736,1281,216,46171879,True,POINT (-74.010172 40.714362)
34519736,1288,210,46171879,True,POINT (-74.01043 40.713963)
34519736,1294,120,1334995999,True,POINT (-74.010277 40.713713)
34519736,1298,120,1334995999,True,POINT (-74.01003 40.713612)
34523248,306,30,222299277,True,POINT (-74.00946 40.71317)
