sequence_id,sequence_index,heading,osmid,match_forward,geometry
34612252,41,83,584971525,True,POINT (-73.994001 40.712348)
34612252,266,83,1328104335,True,POINT (-73.993935 40.71163)
34612252,269,82,1333668208,True,POINT (-73.993754 40.711646)
34612252,273,82,711363473,True,POINT (-73.993467 40.711676)
34612252,279,82,834248946,True,POINT (-73.993063 40.711716)
34612252,326,353,1332819054,True,POINT (-73.994129 40.710641)
34612252,339,353,1332819054,True,POINT (-73.994243 40.711448)
34612252,343,354,1332821288,True,POINT (-73.994278 40.711714)
34612252,352,354,1332821287,True,POINT (-73.994352 40.712307)
34612252,224,80,1332815846,True,POINT (-73.996783 40.711374)
34612252,235,83,5671584,True,POINT (-73.996032 40.711446)
34612252,239,83,5671584,True,POINT (-73.99577 40.711469)
34612252,6,83,1329843417,False,POINT (-73.996403 40.712143)
34612252,7,83,1329843417,False,POINT (-73.996334 40.712149)
34612252,10,83,1329843417,False,POINT (-73.996133 40.712165)
34612252,18,83,1329844597,True,POINT (-73.99557 40.712212)
34612252,19,83,1329844597,True,POINT (-73.995494 40.712218)
34523248,547,83,5673424,True,POINT (-73.995806 40.713593)
34523248,548,83,5673424,True,POINT (-73.995748 40.713598)
34523248,552,83,5673424,True,POINT (-73.995465 40.713621)
34523248,553,83,5673424,True,POINT (-73.995408 40.713626)
34523248,557,83,5673424,True,POINT (-73.995146 40.713648)
34523248,530,83,5673424,True,POINT (-73.996981 40.713495)
34523248,535,83,5673424,True,POINT (-73.996647 40.713523)
34523248,564,83,1333419993,True,POINT (-73.994699 40.713686)
34662164,220,53,5672971,True,POINT (-73.997784 40.713786)
34662164,224,41,5672971,True,POINT (-73.997558 40.713951)
34523248,573,83,1252123719,True,POINT (-73.994091 40.713736)
